HGNC ID	Gene group ID	Pubmed IDs	NCBI Gene ID
HGNC:6283	277	10734076, 16382106	51305
HGNC:6273	277|694	10880510, 16382106	54207
HGNC:13640			
HGNC:6274	277	11060316	56660
HGNC:6275	277	11060316, 16382106	56659
HGNC:6276			
HGNC:13814	277	11409881, 11431495, 16382106	60598
HGNC:49901	1987	25430712	106144538
HGNC:14464	277	11263999, 16382106	83795
HGNC:14465	277	16382106	89822
HGNC:19439	277	16382106	338567
HGNC:6284	255	7987297, 16382103	3778
HGNC:51213	1987		101929328
HGNC:51214	1987		101929310
HGNC:51215	1987		101929286
HGNC:6285	857	8799178, 9888999	3779
HGNC:6286	857	10097176	10242
HGNC:51409	1987	25394782	
HGNC:6287	857	10585773	27094
HGNC:6288		10585773	27093
HGNC:6289	857	10692449, 10828459	27345
HGNC:6290	255	8781233, 10516439, 16382103	3780
HGNC:6291	255	16382103	3781
HGNC:6292	255	9491810, 16382103	3782
HGNC:6293	255	9380751, 9407042, 16382103	3783
HGNC:6294	274	8528244, 16382104	3784
HGNC:42790	1987		338653
HGNC:13335	1992	11056398, 11063728, 22067257	55539
HGNC:6295	1992	10220444, 12772698	10984
HGNC:6296	274	9425895, 16382104	3785
HGNC:40321	1987		105372720
HGNC:6297	274	9425900, 16382104	3786
HGNC:6298	274	10025409, 16382104	9132
HGNC:6299	274	10787416, 10816588, 16382104	56479
HGNC:40323	1987		
HGNC:40322			
HGNC:41354	1989		100507381
HGNC:18893			283518
HGNC:6300	274	9305895, 16382104	3787
HGNC:6301	274	9305895, 16382104	3788
HGNC:6302	274	10484328, 16382104	3790
HGNC:18865	856	10718198, 16382103	57582
HGNC:18866	856|1691	16382103	343450
HGNC:18867	255	16382103	157855
HGNC:18861	274	8670833, 16382104	27012
HGNC:19698	274	12060745, 16382104	169522
HGNC:17585	1660	15793581	375616
HGNC:6303		9806825, 12389028	
HGNC:18249	1691|1815		284252
HGNC:21294	1815	12620391	23510
HGNC:21305	362|1815	10508479	51133
HGNC:23227	1815		386618
HGNC:21423	1815	18573101, 19361449	54442
HGNC:54736			100422094
HGNC:22235	1815	21472142	200845
HGNC:21957	1815	22606975, 22748208	154881
HGNC:22394	1815		386617
HGNC:22401	861|1815	11483580	54793
HGNC:21428			100422273
HGNC:29274			643535
HGNC:49912			647013
HGNC:49913			100422242
HGNC:49914			100422179
HGNC:49915			642513
HGNC:23236	861|1815	19125419, 22810651	83892
HGNC:49807			100422230
HGNC:21302	1815	12186855, 21472142	147040
HGNC:14678	1815	15357420	115207
HGNC:22234	1815	11593007	253980
HGNC:23295	1815	12477932	65987
HGNC:23297	1815	29665387	79047
HGNC:29244	1815	10718198	57528
HGNC:25705	1815	12477932	79734
HGNC:26446	1815		130535
HGNC:24753	1815		146212
HGNC:21052	1815		222658
HGNC:27452	1815	21472142	283219
HGNC:48674	1987		100289388
HGNC:39193			100144494
HGNC:6304	1894	2172835	10945
HGNC:6305	1894	1316805, 1325562	11014
HGNC:6306	1894		11015
HGNC:26624		24075906	126695
HGNC:29079	485|1691	9628581, 12493763	23028
HGNC:21577	485|96	19407342, 19727073	221656
HGNC:13606	88|485|558|136	10231032, 10531037	22992
HGNC:13610	88|485|558|136|1691	10799292	84678
HGNC:53287	1990		101928346
HGNC:20815	485	9872452	55818
HGNC:54795			100420666
HGNC:1337	485	15138608	51780
HGNC:22978	485|780	9734811, 15138608	9682
HGNC:40528	1987		100132774
HGNC:29136	485|780	10048485, 15138608	23030
HGNC:17071	485|780	9872452, 15138608	23081
HGNC:25498	485	15138608	55693
HGNC:37098	485	21076780	390245
HGNC:52413	485	15138608	100129053
HGNC:9886	88|485|418|1243	1857421	5927
HGNC:18039	88|485|418	11483573, 11478881	10765
HGNC:11114	88|485|418|1691	7951230, 8162017, 19826449	8242
HGNC:41384	1989		
HGNC:11115	88|485|870|418	795123, 8841177	8284
HGNC:23976		12815422	359796
HGNC:12637	485|769	9499428, 9381176	7403
HGNC:29012	485	10662545, 9205841	23135
HGNC:22224	88|485	20023638, 20084082	80853
HGNC:48959	1990	31276733	100134229
HGNC:25840	485	20457893, 29563586	79831
HGNC:6307	593|590|321|471	1417831	3791
HGNC:4021	743	8417785, 15328338, 17420465, 19027726	2531
HGNC:23177	861|617		9817
HGNC:6308	1439|454|471	1712490, 7683930	3792
HGNC:6309	573	10565548, 10802664	11081
HGNC:6310		10615134, 1694815	
HGNC:6311			
HGNC:6312			
HGNC:6313		12215835	
HGNC:6314			
HGNC:21366		17913455	80759
HGNC:37274			100129128
HGNC:43757		17913455	653194
HGNC:33699	1684	21885028	154288
HGNC:29145	1835	19641227, 21986946, 23144703	22889
HGNC:18116	1275	1374686, 10564820	10657
HGNC:18114	1275		202559
HGNC:53911	1988		
HGNC:18117	1275	10332027, 10564820	10656
HGNC:6315		7833921	3795
HGNC:20166		17114934	23351
HGNC:14641			
HGNC:6316	1691	9136930, 8940189	8570
HGNC:39198			402359
HGNC:28950		24829844	9674
HGNC:22191	1992	27748922	9808
HGNC:28960		16289875, 29867023	9703
HGNC:20211		11042152	
HGNC:28992		9039502	9778
HGNC:21580		15514892, 28334068, 29045729	9856
HGNC:30071		11347906, 26814968, 29991750	79932
HGNC:29016		9205841, 29395067	9710
HGNC:29019		9205841	
HGNC:21636			9729
HGNC:29055			
HGNC:29058		17010949	9764
HGNC:29068		9628581, 26714646	23247
HGNC:19960		16702409, 26026149, 26096313, 26386247, 27146717, 29396404	9786
HGNC:29110		24613305, 26643951, 26297806	9851
HGNC:29111		9872452	643314
HGNC:28532	1492	27381092	285600
HGNC:22206			23366
HGNC:34408			653319
HGNC:53865			100128238
HGNC:1314	1691	10231032	23313
HGNC:29192		10470851, 29262337	23285
HGNC:26953		16386706, 19640479, 29290337	84162
HGNC:29198		10574461	57456
HGNC:54591			644295
HGNC:54594			107986034
HGNC:29209		10574461, 10565538, 21153684	57179
HGNC:29218		10574462, 28203736	57481
HGNC:25428	1691	10574462, 27150058	56243
HGNC:31994		16079250	
HGNC:29231		10574462	57501
HGNC:29618		10718198, 16322283, 21072319	57535
HGNC:21945			222223
HGNC:29248		15656913	57536
HGNC:29301		10819331, 27098511	57648
HGNC:22219		30120214	57670
HGNC:24836		26157485	25758
HGNC:21360		10997877, 26524493	57691
HGNC:29327			57710
HGNC:50644	1987	24886442	103344928
HGNC:19047			
HGNC:29345		15289310, 27037360	85379
HGNC:41238	1987		100128531
HGNC:29372		11214970	85449
HGNC:19333		14630800, 17452773, 17412408	
HGNC:26130		11347906	
HGNC:29387		11347906	84542
HGNC:23427		22011512	158405
HGNC:51250			100652824
HGNC:41164	1987		729224
HGNC:28513		12477932	90231
HGNC:23378			158358
HGNC:29508	403	10998417, 10574462	57498
HGNC:888	622|682	7539720, 10323250, 22258533	547
HGNC:16636	622|1691|682	11389829, 10762626	23095
HGNC:6317	622	9685376, 24319291, 24482476	10749
HGNC:40324	1987		102724009
HGNC:6318	622	9177777	3796
HGNC:29443	622	11416179	84643
HGNC:6393	622|1835	9434124	11004
HGNC:6319	622	1054846	11127
HGNC:52811			100419880
HGNC:6320	622	9205841	9371
HGNC:6321	622	9480755	3797
HGNC:13339	622	10773663	24137
HGNC:6322	622		285643
HGNC:13340	622	10978527	347363
HGNC:6323	622	9858832, 10441583, 16489470	3798
HGNC:6324	622	1607388	3799
HGNC:6325	622	7514426	3800
HGNC:40325	1987		112267889
HGNC:21202	622		221458
HGNC:30497	622	11416179, 15547730	374654
HGNC:16666	622	11483511	64147
HGNC:26822	1987		285352
HGNC:6388	622	1505978, 8548803	3832
HGNC:21495	622		113220
HGNC:14566	622	11106728	63971
HGNC:14405	622	9734811, 10859302, 16864656	23303
HGNC:19181	622	7584044	9928
HGNC:17273	622	10878014	56992
HGNC:15869	622	16084724, 16782399	55614
HGNC:19167	622	10846156	57576
HGNC:29441	694|622	11230166	81930
HGNC:27102	622|1691	16084724	146909
HGNC:51808			642683
HGNC:26735	622	11416179	124602
HGNC:9787	622	11416179, 10806357	10112
HGNC:7212	622	8885239, 8290587, 11470801	9585
HGNC:19349	622|362	10225949	55605
HGNC:29442	622|362	9455484	23046
HGNC:6391	622	8599929, 11416179	3835
HGNC:6392	622	1406973	9493
HGNC:19916	760|622|1835	21620453	347240
HGNC:6390	622	9925910	
HGNC:20953	1987	10382971	100505879
HGNC:20226	622	10574462, 11416179	26153
HGNC:25484	622		55083
HGNC:41098	1987	28942040	
HGNC:18632	622		55582
HGNC:49205	622	16084724	100130097
HGNC:17060	1492	8900189	22920
HGNC:23419	769	15883926, 16225668	26128
HGNC:6389	622	8276466	3833
HGNC:29530	622	9115737	90990
HGNC:6326	622|1691	9782090	3801
HGNC:6327		1923796, 24140279	22944
HGNC:6328			
HGNC:6329	620|471	7749980, 7716543	3802
HGNC:6330	620|471	7749980, 8662091	3803
HGNC:6331	620|471	7749980, 8662091	3804
HGNC:6332	620|471	8946682	3805
HGNC:16345	620|471	11086080, 12185535	57292
HGNC:16346	620	11086080, 12185535	553128
HGNC:16344	620		554300
HGNC:6333	620|471	8627176	3806
HGNC:6334	620|471	7749980, 7716543	100132285
HGNC:6335	620	8662091	3808
HGNC:6336	620|471	8765026, 7749980	3809
HGNC:6337	620|471	8662091	3810
HGNC:6338	620|471	7716543, 7749980	3811
HGNC:6339	620|471	7716543, 8662091	3812
HGNC:16312	620|471	11513144	115653
HGNC:16343	620|471	15580659, 15194195	548594
HGNC:6340	620	8662091	3813
HGNC:25043	620	11441184	90011
HGNC:15734	592|593	12424224	55243
HGNC:41412	1989		100505785
HGNC:18816	592|593	12837264, 12504092	84063
HGNC:23204	592|593|1691	12424224, 11347906	84623
HGNC:42655	1987		
HGNC:42656	1987		
HGNC:26855	1987		283165
HGNC:6341	1902	9192814, 9806840	3814
HGNC:4510	220	10100623	84634
HGNC:6342	594|321|471	9027509	3815
HGNC:6343		2208279, 1707188, 19375057, 26522471	4254
HGNC:15865		16980960	55857
HGNC:51231	1987		101929591
HGNC:6344	1652	9464267	9365
HGNC:15527	1652|1691		152831
HGNC:6387	769	8274221, 11106729	3831
HGNC:20716	769	9624122	64837
HGNC:20717	769		147700
HGNC:21624	769		89953
HGNC:6345	624|28	8924208, 9119377	10661
HGNC:6347	624|28	10217429, 10458913	10365
HGNC:49280			
HGNC:49281			
HGNC:49282			
HGNC:49283			100533668
HGNC:16516	624|28	18391014	51274
HGNC:25796	1987		79667
HGNC:41518			651815
HGNC:41519			100124394
HGNC:6348	624|28	9422764, 16372018	9314
HGNC:49738			100420113
HGNC:6349	624|28	8479902, 9973612	688
HGNC:2235	624|28	9503030, 9685731	1316
HGNC:6350	624|28|1691	9774444	8609
HGNC:41355	1989		
HGNC:17207			100128036
HGNC:6351	624|28		11279
HGNC:41520			100128777
HGNC:1123	624|28	1356762	687
HGNC:54815			101927086
HGNC:11810	624|28	8584037, 9721211	7071
HGNC:11811	624|28	9748269, 11087666	8462
HGNC:6346	624|28	10704285	11278
HGNC:13672	624|28	10415854, 10023774	51621
HGNC:23025	624|28	17480121	136259
HGNC:14536	624|28	10982849	28999
HGNC:16857	624|28	11438660	83855
HGNC:18830	624|28	16460907	128209
HGNC:41521			100133321
HGNC:49135			
HGNC:51793	624	24244731	105378952
HGNC:19836			122773
HGNC:20231		11384994	23588
HGNC:20704		12444059, 12606021	116138
HGNC:25272			54758
HGNC:26791			127707
HGNC:25145			113730
HGNC:25573			55220
HGNC:28557			200942
HGNC:28489		15159402	126823
HGNC:22194			23008
HGNC:6352	861|617	10888605	57626
HGNC:6353	861|617	10397770, 16035103	11275
HGNC:44046			729249
HGNC:6354	861|617|1691	10843806	26249
HGNC:6355	861|617	11401425	56062
HGNC:6356	861|617	11590829, 14672410	51088
HGNC:18653	861|617	11214971, 12617994	89857
HGNC:40850	1987		
HGNC:15646	861|617	19520207	55975
HGNC:43431	1990		100775104
HGNC:18644	861|617		57563
HGNC:18732	861|617		55958
HGNC:18829	861|617		317719
HGNC:19008	861|617		55175
HGNC:19360	861|617	16547521, 24334870	59349
HGNC:22931	861|617	10718198	90293
HGNC:29266	861|617	10718198, 19535332	57565
HGNC:29347	861|617	11214970, 14702039	80311
HGNC:24023	861|617	12063253	339451
HGNC:29120	861|617	9872452	23276
HGNC:25056	861|617	14668487, 20389280	27252
HGNC:29041	861|617		9903
HGNC:25888	861|617	24067371	84861
HGNC:27506	861|617		151230
HGNC:25947	861|617		54800
HGNC:25732	861|617|1691		64410
HGNC:25623	861|617		55295
HGNC:19741	861|617		54813
HGNC:29404	861|617	11572484	114818
HGNC:24770	861|617		377007
HGNC:31018	1987		394261
HGNC:21353	861|617		401265
HGNC:21221	861|617		114792
HGNC:31952	617		123103
HGNC:26634	861|617		257240
HGNC:26597	861|617		283212
HGNC:17844	861|617		79786
HGNC:34435	861|617		340359
HGNC:30372	861|617	23746549	131377
HGNC:16905	861|617	9655184	10324
HGNC:29252	617	19261606	57542
HGNC:6357	616	1684954, 16800724, 16800723	3816
HGNC:6363	616	2468530, 16800724, 16800723	3817
HGNC:6364	616	2456523, 2436946, 16800724, 16800723	354
HGNC:6365	616|738	10077646, 10438493, 16800724, 10863090, 9465170	9622
HGNC:6366	616	10514489, 10608802, 16800724, 17012259	25818
HGNC:6367	616|738	9003450, 16800724, 16800723	5653
HGNC:6368	616|738	8034709, 16800724, 16800723	5650
HGNC:6369	616|738	10102990, 9714609, 16800724, 16800723	11202
HGNC:6370	616	16800724, 16800723	284366
HGNC:6358	616	8764136, 9533035, 16800724, 16800723, 10675891	5655
HGNC:6359	616|738	9765601, 10662548, 16800724, 16800723	11012
HGNC:6360	616	16800724, 16800723	43849
HGNC:6361	616	16800724, 16800723	26085
HGNC:6362	616	16800724, 16800723	43847
HGNC:20453	616	11010966, 12439720, 16800724, 16800723	55554
HGNC:6371	616	9535413, 3521732	3818
HGNC:21260		15498522, 16541416, 18196551	606293
HGNC:37212		18385383	100144748
HGNC:6372	621	9645365	10748
HGNC:6373	621|1298|471	8077657	3820
HGNC:6374	621|1298|471	9598306	3821
HGNC:6375	621|1298|471	9598306	3822
HGNC:6376	621|1298	9598306	3823
HGNC:6377	621	9598306	8302
HGNC:48357			100528032
HGNC:6378	621|1298|471	7589107	3824
HGNC:13342	621|1298	10671213	51348
HGNC:37646	621|1298	20194751	100431172
HGNC:6380	621|1298	9862378, 9842918, 16461340, 16140789	10219
HGNC:24778	621|1298		346689
HGNC:18788	621|1298|471	9683661, 2007850	22914
HGNC:6381		9237672	8564
HGNC:6382			
HGNC:7132	88|1399|487|1232|136	1720549	4297
HGNC:15840	88|1399|487|136	10409430, 10637508	9757
HGNC:13726	88|1399|487	10819331	58508
HGNC:7133	88|1399|487|775	9247308	8085
HGNC:18541	88|1399|487	9218106, 7672722	55904
HGNC:40845	1987		100216545
HGNC:29489	1399|487	15933070, 12086618, 12121615	387893
HGNC:30088			57108
HGNC:54727			100421788
HGNC:54728			100421819
HGNC:24283	487	10810093, 11401438	51111
HGNC:28405	1399|487	19486527	84787
HGNC:26488		15855039	148930
HGNC:29374		11214970, 28264072	85442
HGNC:6383	967|1902	1733668	3827
HGNC:24054	1575|694	10980622, 10780384, 18045986	57082
HGNC:6384		8776601, 10942434, 17546652	
HGNC:34404			400506
HGNC:48919			100129937
HGNC:48920			100420898
HGNC:48921			100128029
HGNC:48922			100420843
HGNC:48923			100130158
HGNC:6385			
HGNC:6386			
HGNC:30767		25194279	90417
HGNC:17255	1933	11146660, 11590237	9735
HGNC:6394	596|409	8052633	3836
HGNC:6395	596|409	8016130, 7754385	3838
HGNC:52871			643513
HGNC:52872			645680
HGNC:52870			109286552
HGNC:6396	596|409	9154134, 9435235	3839
HGNC:41356			
HGNC:6397	596|409	9168958, 9395085	3840
HGNC:6398	596|409	9395085	3841
HGNC:6399	596|409	10523667	23633
HGNC:21839	596|409		402569
HGNC:6400	596|409	7615630, 7627554	3837
HGNC:6403			
HGNC:31823		16297201	448834
HGNC:6404	1393	10099934	11133
HGNC:6405			
HGNC:6407	389		3845
HGNC:6406	859	6308466	3844
HGNC:22228			84626
HGNC:26989		23550032	124751
HGNC:38708			100506243
HGNC:42942	1987		100506275
HGNC:26007		11944989	55634
HGNC:28039		12477932	51315
HGNC:17550		11267660	
HGNC:18797		12050670	79412
HGNC:25769		12878157	65095
HGNC:1573	1293|1691|403|1940	7604043, 11342228	889
HGNC:6409			
HGNC:6410			
HGNC:6411			
HGNC:5176		7505766, 11027267, 11359931, 8675026	11103
HGNC:39580			100422486
HGNC:6412	609	2461420, 2470667, 16831889	3848
HGNC:6439	609	7524919, 16831889	3849
HGNC:6440	609	7510223, 16831889	3850
HGNC:6441	609	16831889	3851
HGNC:6442	609	1713141, 16831889	3852
HGNC:6443	609	1713141, 16831889	3853
HGNC:6444	609	1713141, 16831889	3854
HGNC:20406	609	7543104, 16831889	286887
HGNC:20405		7543104, 16831889	
HGNC:6445	609	1713141, 16831889	3855
HGNC:52643	1987	26876208	109729127
HGNC:6446	609	2434381, 1705144, 16831889	3856
HGNC:20281			338017
HGNC:20282			390472
HGNC:31056			728638
HGNC:31057			100509857
HGNC:31094			342732
HGNC:33360			392552
HGNC:33361			729131
HGNC:33362			402429
HGNC:33363			390601
HGNC:33364			344320
HGNC:31058			347265
HGNC:28057			90133
HGNC:33365			730023
HGNC:33366			347333
HGNC:33367			645834
HGNC:33368			220959
HGNC:33369			392479
HGNC:33370			442078
HGNC:33371			644998
HGNC:33372			441218
HGNC:33373			126811
HGNC:33374			342419
HGNC:33375			390610
HGNC:33376			729344
HGNC:33377			402134
HGNC:33378			390211
HGNC:33379			442455
HGNC:33380			391099
HGNC:33381			391155
HGNC:33382			391485
HGNC:39865			728167
HGNC:39866			100289133
HGNC:39867			100418737
HGNC:39868			100418811
HGNC:39869			100418747
HGNC:39870			100418748
HGNC:39871			100287325
HGNC:39872			100418799
HGNC:39873			100418781
HGNC:39874			100418728
HGNC:39875			283102
HGNC:39876			100418750
HGNC:39877			100289319
HGNC:39878			100129958
HGNC:39879			149501
HGNC:39880			100418744
HGNC:44461			644743
HGNC:48344			100887067
HGNC:48345			643447
HGNC:48346			
HGNC:48883			
HGNC:54654			100887068
HGNC:6447	608	7512862, 16831889	3857
HGNC:6413	608	2461420, 16831889	3858
HGNC:6414	608	9171831, 16831889	3859
HGNC:6415	608	16831889	3860
HGNC:6416	608	1717157, 16831889	3861
HGNC:6417		1694815, 16831889	
HGNC:6418		1694815	
HGNC:6419		1694815	
HGNC:6421	608|1691	16831889	3866
HGNC:6422			
HGNC:6423	608	2451124, 16831889	3868
HGNC:6424		2451124, 1694815	
HGNC:6425		1694815	
HGNC:6420			729252
HGNC:37807			400578
HGNC:37808			644945
HGNC:37809		11997339	339244
HGNC:37810		11997339	353196
HGNC:50719			353194
HGNC:6427	608	7539673, 1281771, 16831889	3872
HGNC:6428		1281771	147228
HGNC:6429		1281771	339241
HGNC:33697			729682
HGNC:50722			339186
HGNC:50723			339240
HGNC:50724			284196
HGNC:50725			339258
HGNC:50726			100130074
HGNC:6430	608	1705144, 16831889	3875
HGNC:6434		8824804	3879
HGNC:6435			54044
HGNC:16540			170527
HGNC:16604			391256
HGNC:19259			728300
HGNC:20280			122592
HGNC:20283			100418877
HGNC:31093			125242
HGNC:17767			442205
HGNC:23962		12815422	360019
HGNC:6431			3876
HGNC:33410			643471
HGNC:6432			392371
HGNC:6433			119722
HGNC:32449			729211
HGNC:33384			391827
HGNC:33385			344866
HGNC:33386			342374
HGNC:33387			339781
HGNC:33388			121054
HGNC:33389			132391
HGNC:33390			442252
HGNC:33392			642448
HGNC:33393			340460
HGNC:33394			391647
HGNC:33395			100418770
HGNC:33396			390418
HGNC:33397			343326
HGNC:33398			729050
HGNC:33399			643858
HGNC:33400			646723
HGNC:33401			391179
HGNC:33402			647162
HGNC:33403			391589
HGNC:33404			391584
HGNC:33405			442406
HGNC:33406			392214
HGNC:33407			441133
HGNC:33408			344462
HGNC:33409			390904
HGNC:33411			345430
HGNC:33412			391819
HGNC:33413			151825
HGNC:33414			139748
HGNC:33415			391803
HGNC:33416			391458
HGNC:33417			390634
HGNC:33418			340598
HGNC:33419			392516
HGNC:33420			442236
HGNC:33421			391703
HGNC:37888			100418769
HGNC:38714			
HGNC:39425			100418792
HGNC:26874			284085
HGNC:43923			
HGNC:48884			643329
HGNC:48885			644030
HGNC:48886			399965
HGNC:48887			100418829
HGNC:48888			100418865
HGNC:48889			100287635
HGNC:48890			100288868
HGNC:48891			
HGNC:48892			442249
HGNC:48893			442405
HGNC:48894			100631239
HGNC:48895			139060
HGNC:6436	608	16831889	3880
HGNC:33422			441160
HGNC:33423			160313
HGNC:33424			442114
HGNC:45073			100128041
HGNC:45074			
HGNC:45076			
HGNC:20412	608	8359595, 12515621, 16831889	54474
HGNC:6437			
HGNC:6438	608	11135429, 16831889	25984
HGNC:18527	608	16831889	192666
HGNC:30839	608	16831889	147183
HGNC:30840	608	16831889	353288
HGNC:30841	608	16831889	342574
HGNC:30842	608	16831889	162605
HGNC:6448	608	7578244, 16831889	3881
HGNC:6449	608	7556444, 8823373, 16831889	3882
HGNC:6450	608	7565656, 16831889	3883
HGNC:6451	608	7565656, 16831889	3884
HGNC:6452	608	2431943, 9756910, 16831889	3885
HGNC:6453	608	8823373, 16831889	3886
HGNC:6454	608	9756910, 16831889	8689
HGNC:6455	608	9756910, 16831889	8688
HGNC:6456	608	9756910, 16831889	8687
HGNC:32971	608	16831889	390792
HGNC:26707	608	16831889	125115
HGNC:6457		9756910, 16831889	8686
HGNC:27581		16831889	284116
HGNC:48870			100418861
HGNC:28927	609	11982755, 12648212, 16831889	112802
HGNC:28932	609	12648212, 11703281, 16831889	140807
HGNC:28928	609	12648212, 16831889	319101
HGNC:49607	1987		100127967
HGNC:28929	609	12648212, 16831889	121391
HGNC:24431	609	9856802, 10692104, 16831889	9119
HGNC:24430	609	1282112, 16831889	51350
HGNC:20411	609	11683385, 16831889	374454
HGNC:28926	609	16831889	196374
HGNC:28930	609	11683385	338785
HGNC:27056	609	16831889	144501
HGNC:6458	609	7556444, 16831889	3887
HGNC:6459	609	2431943, 16831889	3888
HGNC:6460	609	9084137, 16831889	3889
HGNC:6461	609	2431943, 16831889	3890
HGNC:6462	609	9084137, 16831889	3891
HGNC:6463	609	9241275, 16831889	3892
HGNC:30198		10692104, 16831889	85349
HGNC:30197		10692104, 16831889	85348
HGNC:30196		10692104, 16831889	85344
HGNC:30195		10692104, 16831889	85340
HGNC:48875			100418828
HGNC:32970		16831889	643865
HGNC:40019			100418779
HGNC:48882			
HGNC:28695	609	16831889	125113
HGNC:32968		16831889	643115
HGNC:16772	619	11279113	81851
HGNC:16771	619	11279113	81850
HGNC:18904	619		728255
HGNC:16777	619	11279113	83895
HGNC:16775	619	11279113	81872
HGNC:18905	619		728279
HGNC:18906	619		730755
HGNC:18891	619	11279113	85294
HGNC:18920	619		85343
HGNC:16778	619	11279113	83896
HGNC:16779	619	11279113	83897
HGNC:18890	619	11279113	85293
HGNC:18919	619		85345
HGNC:18907	619	11279113	85285
HGNC:18900	619	11279113	85291
HGNC:18908	619		85290
HGNC:16928	619	11279113	84616
HGNC:18899	619	11279113	85289
HGNC:18909	619		81871
HGNC:18898	619	11279113	100132476
HGNC:17230	619	11279113	728224
HGNC:18910	619		100132386
HGNC:18897		11279113	
HGNC:18911	619		653240
HGNC:16776	619	11279113	83755
HGNC:18895		11279113	
HGNC:18892		11279113	
HGNC:16774		11279113	
HGNC:18921	619		85354
HGNC:53814	619	18721477	
HGNC:23596	619	15144888	387264
HGNC:23597	619	15144888	440021
HGNC:23598	619	15144888	387266
HGNC:23599	619	15144888	387267
HGNC:23601	619	15144888	439915
HGNC:23600	619	15144888	440023
HGNC:23602	619	15144888	440050
HGNC:23603	619	15144888	57830
HGNC:23604	619	15144888	3846
HGNC:23605	619	15144888	387273
HGNC:23606	619	15144888	440051
HGNC:23607	619	15144888	387275
